SimFinId,Currency,Fiscal Year,Fiscal Period,Publish Date,Restated Date,Shares (Basic),Shares (Diluted),Revenue,Cost of Revenue,Gross Profit,Operating Expenses,"Selling, General & Administrative",Research & Development,Depreciation & Amortization,Operating Income (Loss),Non-Operating Income (Loss),"Interest Expense, Net","Pretax Income (Loss), Adj.",Abnormal Gains (Losses),Pretax Income (Loss),"Income Tax (Expense) Benefit, Net",Income (Loss) from Continuing Operations,Net Extraordinary Gains (Losses),Net Income,Net Income (Common)
484269,USD,2018,FY,2019-02-28,2021-02-22,51487557.0,54627747.0,2536629000.0,-1488406000.0,1048223000.0,-683260000.0,-577239000.0,,-106021000.0,364963000,-62998000.0,-36253000.0,301965000,-7049000.0,294916000,-62785000.0,232131000,,232851000,232851000
484269,USD,2019,FY,2020-03-02,2021-02-22,53449834.0,54913887.0,2750109000.0,-1556483000.0,1193626000.0,-718432000.0,-606688000.0,,-111744000.0,475194000,-41387000.0,-34268000.0,433807000,,433807000,-87112000.0,346695000,,346749000,346749000
484269,USD,2020,FY,2021-02-28,2023-02-22,52659551.0,52659551.0,2995443000.0,,,-2772793000.0,-736772000.0,,-135754000.0,222650000,-48400000.0,-37534000.0,174250000,-38575000.0,135675000,-65088000.0,70587000,,70727000,70727000
484269,USD,2021,FY,2022-02-28,2023-02-22,52855471.0,53853675.0,2482700000.0,,,-2329476000.0,-625756000.0,,-127021000.0,153224000,-39320000.0,-35564000.0,113904000,-105733000.0,8171000,-11475000.0,-3304000,,-3399000,-3399000
55609,USD,2018,FY,2018-11-28,2019-05-31,4304574.0,4304574.0,90684000.0,-51046000.0,39638000.0,-40340000.0,-39257000.0,,-1083000.0,-702000,856000.0,114000.0,154000,0.0,154000,-258000.0,-104000,,-308000,-308000
55609,USD,2019,FY,2019-10-29,2019-10-29,4316316.0,4316316.0,88510000.0,-50087000.0,38423000.0,-39842000.0,-38820000.0,,-1022000.0,-1419000,645000.0,237000.0,-774000,0.0,-774000,664000.0,-110000,,-554000,-554000
10656572,USD,2018,FY,2019-02-19,2021-11-08,72887000.0,72887000.0,380700000.0,-112100000.0,268600000.0,-168600000.0,-121800000.0,,-46800000.0,100000000,-29100000.0,-29100000.0,70900000,-104300000.0,-33400000,8300000.0,-25100000,,-25100000,-25100000
10656572,USD,2019,FY,2020-02-14,2022-02-24,71719000.0,71719000.0,367000000.0,-120200000.0,246800000.0,-185400000.0,-133400000.0,,-52000000.0,61400000,-30300000.0,-30300000.0,31100000,-86100000.0,-55000000,5000000.0,-50000000,,-50000000,-50000000
10656572,USD,2020,FY,2021-02-23,2023-03-15,71431000.0,71431000.0,234400000.0,-57600000.0,176800000.0,-167200000.0,-118600000.0,,-48600000.0,9600000,-20400000.0,-20500000.0,-10800000,-680200000.0,-691000000,57600000.0,-633400000,,-633400000,-617800000
10656572,USD,2021,FY,2022-02-24,2023-03-15,71309000.0,71309000.0,222900000.0,-57100000.0,165800000.0,-190600000.0,-143000000.0,,-47600000.0,-24800000,-15700000.0,-15800000.0,-40500000,-40300000.0,-80800000,1300000.0,-79500000,,-79500000,-43900000
10656572,USD,2022,FY,2023-03-15,2023-03-15,69002000.0,69148000.0,508700000.0,-116500000.0,392200000.0,-204500000.0,-145000000.0,,-59500000.0,187700000,-21800000.0,-21800000.0,165900000,-7900000.0,158000000,-27200000.0,130800000,,130800000,169600000
10384297,USD,2019,FY,2020-02-09,2022-03-01,32068000.0,32068000.0,159901000.0,-78479000.0,81422000.0,-35201000.0,,,,46221000,5350000.0,,51571000,2955000.0,54526000,-1558000.0,63177000,,57933000,56467000
10384297,USD,2020,FY,2021-03-16,2023-03-01,43486336.0,43486336.0,173531000.0,-61665000.0,111866000.0,-40944000.0,,,,70922000,7018000.0,,77940000,-76119000.0,1821000,-11377000.0,28377000,,25008000,17245000
10384297,USD,2021,FY,2022-03-01,2023-03-01,48535000.0,48535000.0,175505000.0,-44030000.0,131475000.0,-60151000.0,,,,71324000,7194000.0,,78518000,7078000.0,85596000,-3144000.0,140556000,,133463000,125346000
10384297,USD,2022,FY,2023-03-01,2023-03-01,59852647.0,59852647.0,282218000.0,-141777000.0,140441000.0,-75059000.0,,,,65382000,50119000.0,,115501000,-140472000.0,-24971000,17716000.0,-70869000,,-70047000,-85339000
807596,USD,2018,FY,2019-04-30,2019-04-30,342874.0,342874.0,18107000.0,-14695000.0,3412000.0,-12497000.0,-9900000.0,-2597000.0,,-9085000,-15000.0,-8000.0,-9100000,0.0,-9100000,-11000.0,-9111000,0.0,-9111000,-9111000
807596,USD,2019,FY,2020-03-24,2021-03-25,351791.0,351791.0,12705000.0,-10731000.0,1974000.0,-8733000.0,-7449000.0,-1284000.0,,-6759000,-408000.0,-317000.0,-7167000,-196000.0,-7363000,-10000.0,-7373000,,-7373000,-7373000
807596,USD,2020,FY,2021-03-25,2022-03-17,467283.0,467283.0,16828000.0,-11643000.0,5185000.0,-9315000.0,-7900000.0,-1415000.0,,-4130000,-554000.0,-481000.0,-4684000,-1302000.0,-5986000,5000.0,-5981000,,-5981000,-5981000
807596,USD,2021,FY,2022-03-17,2023-03-23,726789.0,726789.0,9865000.0,-8167000.0,1698000.0,-10426000.0,-8535000.0,-1891000.0,,-8728000,19000.0,-792000.0,-8709000,822000.0,-7887000,1000.0,-7886000,,-7886000,-7886000
807596,USD,2022,FY,2023-03-23,2023-03-23,1158919.0,1158919.0,5968000.0,-6286000.0,-318000.0,-8639000.0,-7148000.0,-1491000.0,,-8957000,-980000.0,-954000.0,-9937000,-338000.0,-10275000,-4000.0,-10279000,,-10279000,-10279000
11035440,USD,2020,FY,2021-02-08,2022-03-16,1614775.0,1614775.0,42000000.0,,,-26181000.0,-4349000.0,-21832000.0,,15819000,-1257000.0,-1266000.0,14562000,,14562000,-351000.0,14211000,,14211000,166000
11035440,USD,2021,FY,2022-03-16,2023-03-08,604234.0,1440163.0,1430000.0,,,-33327000.0,-13371000.0,-19956000.0,,-31897000,-723000.0,-1758000.0,-32620000,48418000.0,15798000,,15798000,,15798000,15798000
11035440,USD,2022,FY,2023-03-08,2023-03-08,1647190.0,1647190.0,3553000.0,,,-35956000.0,-12643000.0,-23313000.0,,-32403000,-2386000.0,-1812000.0,-34789000,12124000.0,-22665000,,-22665000,,-22665000,-22665000
378137,USD,2018,FY,2019-02-21,2021-02-25,120400000.0,121400000.0,3412100000.0,-1440400000.0,1971700000.0,-1523700000.0,-1213300000.0,,-310400000.0,448000000,-77600000.0,-103500000.0,370400000,,370400000,-53400000.0,317000000,,310500000,310500000
378137,USD,2019,FY,2020-02-20,2022-02-24,120900000.0,122000000.0,3507600000.0,-1521700000.0,1985900000.0,-2321300000.0,-1990200000.0,,-331100000.0,-335400000,-78400001.0,-111700000.0,-413800001,,-413800001,35700000.0,-378100001,,-384100001,-384100001
378137,USD,2020,FY,2021-02-25,2023-02-23,121500000.0,122800000.0,4127500000.0,-1737400000.0,2390100000.0,-1713500000.0,-1322500000.0,,-391000000.0,676600000,8600000.0,-141600000.0,685200000,,685200000,-159000000.0,526200000,,520100000,520100000
378137,USD,2021,FY,2022-02-24,2023-02-23,121900000.0,123700000.0,4923900000.0,-1980900000.0,2943000000.0,-1805000000.0,-1324600000.0,,-480400000.0,1138000000,-188800000.0,-145600000.0,949200000,,949200000,-200700000.0,748500000,,744200000,744200000
378137,USD,2022,FY,2023-02-23,2023-02-23,122400000.0,123300000.0,5122200000.0,-2177200000.0,2945000000.0,-1889000000.0,-1328900000.0,,-560100000.0,1056000000,-126300000.0,-183000000.0,929700000,,929700000,-229500000.0,700200000,,696200000,696200000
741323,USD,2018,FY,2019-03-01,2021-03-01,40388000.0,40586000.0,7504772000.0,,,-1945494000.0,-1519030000.0,,,5559278000,-31031000.0,-31031000.0,5528247000,-5770429000.0,-242182000,331223000.0,89041000,,89041000,89041000
741323,USD,2019,FY,2020-03-02,2021-03-01,40291000.0,40420000.0,8029926000.0,,,-2182251000.0,-1703726000.0,,,5847675000,-31693000.0,-31693000.0,5815982000,-4716995000.0,1098987000,-89526000.0,1009461000,,1009461000,1009461000
741323,USD,2020,FY,2021-02-04,2022-02-28,39656000.0,39734000.0,9322233000.0,,,-2419118000.0,,,,6903115000,-36323000.0,-36323000.0,6866792000,-6281443000.0,585349000,-71198000.0,514151000,,514151000,514151000
741323,USD,2021,FY,2022-02-28,2022-02-28,39161000.0,39197000.0,11543341000.0,,,-2822253000.0,,,,8721088000,-70149000.0,-70149000.0,8650939000,-7105318000.0,1545621000,-166538000.0,1379083000,,1379083000,1379083000
233349,USD,2018,FY,2018-09-13,2018-09-13,27333000.0,27333000.0,61307000.0,-22336000.0,38971000.0,-39959000.0,-25248000.0,-14711000.0,,-988000,-1189000.0,-983000.0,-2177000,,-2177000,186000.0,-1991000,,-1991000,-1991000
233349,USD,2019,FY,2019-09-12,2019-09-12,28579000.0,30363000.0,67232000.0,-21841000.0,45391000.0,-39869000.0,-25500000.0,-14369000.0,,5522000,-521000.0,-319000.0,5001000,,5001000,-833000.0,4168000,,4168000,4168000
233349,USD,2020,FY,2020-09-11,2021-09-10,30620000.0,31956000.0,72729000.0,-21081000.0,51648000.0,-44242000.0,-27604000.0,-16638000.0,,7406000,580000.0,395000.0,7986000,,7986000,-778000.0,7208000,,7208000,7208000
233349,USD,2021,FY,2021-09-10,2022-09-13,31007000.0,32597000.0,78287000.0,-19267000.0,59020000.0,-51681000.0,-33748000.0,-17933000.0,,7339000,-546000.0,13000.0,6793000,,6793000,166000.0,6959000,,6959000,6959000
233349,USD,2022,FY,2022-09-13,2023-09-14,31553000.0,31553000.0,91951000.0,-24537000.0,67414000.0,-69552000.0,-45165000.0,-24387000.0,,-2138000,932000.0,94000.0,-1206000,,-1206000,-1235000.0,-2441000,,-2441000,-2441000
11818690,USD,2021,FY,2022-02-15,2023-04-13,28125000.0,28125000.0,,,,-1001433.0,-1001433.0,,,-1001433,8593.0,8593.0,-992840,3139125.0,2146285,,2146285,,2146285,2146285
11818690,USD,2022,FY,2023-04-13,2023-04-13,22500000.0,22500000.0,,,,-4077647.0,-4077647.0,,,-4077647,3245484.0,3245484.0,-832163,5099750.0,4267587,-600701.0,3666886,,3666886,3666886
36662,USD,2017,FY,2018-05-30,2018-05-30,92017000.0,92017000.0,296500000.0,-71171000.0,225329000.0,-257756000.0,-222959000.0,-34797000.0,,-32427000,3693000.0,,-28734000,-9469000.0,-38203000,-66294000.0,-104497000,,-104497000,-104497000
36662,USD,2018,FY,2019-05-21,2021-05-17,94533000.0,94533000.0,352586000.0,-129972000.0,222614000.0,-312247000.0,-250184000.0,-62063000.0,,-89633000,1463000.0,,-88170000,,-88170000,-569000.0,-88739000,,-88739000,-88739000
36662,USD,2019,FY,2020-05-19,2022-05-27,99999000.0,99999000.0,446237000.0,-201228000.0,245009000.0,-404828000.0,-327038000.0,-77790000.0,,-159819000,-11717000.0,,-171536000,,-171536000,-832000.0,-172368000,,-172368000,-172368000
36662,USD,2020,FY,2021-05-17,2023-05-25,105700000.0,105700000.0,532344000.0,-230150000.0,302194000.0,-448343000.0,-356309000.0,-92034000.0,,-146149000,-18593000.0,,-164742000,,-164742000,-843000.0,-165585000,,-165585000,-165585000
36662,USD,2021,FY,2022-05-27,2023-05-25,113354000.0,113354000.0,638130000.0,-247558000.0,390572000.0,-544713000.0,-432326000.0,-112387000.0,,-154141000,-21629000.0,,-175770000,,-175770000,387000.0,-175383000,,-175383000,-175383000
286194,USD,2018,FY,2019-04-30,2019-04-30,52775116.0,52775116.0,30353000.0,,,-70899000.0,-65256000.0,-3536000.0,-2107000.0,-40546000,-28843000.0,-41280000.0,-69389000,-26065000.0,-95454000,,-95454000,,-95454000,-95454000
286194,USD,2019,FY,2020-04-28,2020-04-28,14333562.0,14333562.0,79527000.0,,,-108255000.0,-95410000.0,-22000.0,-12823000.0,-28728000,-10016000.0,-13353000.0,-38744000,-7896000.0,-46640000,,-46640000,,-46640000,-46640000
899359,USD,2018,FY,2019-02-14,2021-02-17,35439000.0,35506000.0,300392000.0,,,-191836000.0,-13738000.0,,-91704000.0,108556000,-34193000.0,-35106000.0,74363000,14273000.0,88636000,,88636000,,88506000,88506000
899359,USD,2019,FY,2020-02-13,2022-02-16,37442000.0,37527000.0,331387000.0,,,-214404000.0,-16406000.0,,-104724000.0,116983000,-34300000.0,-34463000.0,82683000,40657000.0,123340000,,123340000,,121662000,121662000
899359,USD,2020,FY,2021-02-17,2023-02-15,39185000.0,39296000.0,363023000.0,,,-234131000.0,-14404000.0,,-116359000.0,128892000,-32985000.0,-33927000.0,95907000,12484000.0,108391000,,108391000,,108363000,108363000
899359,USD,2021,FY,2022-02-16,2023-02-15,40434000.0,40567000.0,409475000.0,,,-257881000.0,-15704000.0,,-127099000.0,151594000,-32115000.0,-32945000.0,119479000,38159000.0,157638000,,157638000,,157557000,157557000
899359,USD,2022,FY,2023-02-15,2023-02-15,40255000.0,40377000.0,487025000.0,,,-303915000.0,-16362000.0,,-153638000.0,183110000,-37289000.0,-38499000.0,145821000,40453000.0,186274000,,186274000,,186182000,186182000
7962898,USD,2018,FY,2019-02-28,2021-03-05,14768625.0,15278651.0,213312000.0,-61916000.0,151396000.0,-104928000.0,-60509000.0,-44419000.0,,46468000,-2578000.0,-2578000.0,43890000,-9852000.0,34038000,-2135000.0,31903000,,31903000,31903000
7962898,USD,2019,FY,2020-03-02,2022-03-08,13754516.0,14138733.0,195892000.0,-60897000.0,134995000.0,-113180000.0,-76370000.0,-36810000.0,,21815000,183000.0,-517000.0,21998000,,21998000,-7685000.0,14313000,,14313000,14313000
7962898,USD,2020,FY,2021-03-05,2023-03-23,13481525.0,13771393.0,187802000.0,-45465000.0,142337000.0,-109383000.0,-78598000.0,-30785000.0,,32954000,-10277000.0,-2015000.0,22677000,,22677000,-10688000.0,11989000,,11989000,11989000
7962898,USD,2021,FY,2022-03-08,2023-03-23,13051095.0,13051095.0,171546000.0,-42180000.0,129366000.0,-126597000.0,-75322000.0,-51275000.0,,2769000,-7317000.0,-1075000.0,-4548000,,-4548000,-4079000.0,-8627000,,-8627000,-8627000
7962898,USD,2022,FY,2023-03-23,2023-03-23,12933896.0,13065494.0,316610000.0,-94936000.0,221674000.0,-140714000.0,-106626000.0,-34088000.0,,80960000,-19527000.0,-3774000.0,61433000,,61433000,-25791000.0,35642000,,35642000,35642000
699964,USD,2018,FY,2019-03-08,2021-03-09,59248000.0,59997000.0,104943000.0,-40415000.0,64528000.0,-16566000.0,-11398000.0,-14000.0,-5596000.0,47962000,-77000.0,-145000.0,47885000,7589000.0,55474000,43254000.0,98728000,-496000.0,98232000,98232000
699964,USD,2019,FY,2020-03-10,2022-03-11,59143000.0,59143000.0,84521000.0,-37689000.0,46832000.0,-26018000.0,-14855000.0,,-7083000.0,20814000,295000.0,733000.0,21109000,-67000.0,21042000,-23890000.0,-2848000,5411000.0,2563000,2563000
699964,USD,2020,FY,2021-03-09,2023-04-06,57594000.0,57594000.0,67176000.0,-37315000.0,29861000.0,-25334000.0,-10695000.0,-3588000.0,-9382000.0,4527000,284000.0,155000.0,4811000,-25213000.0,-20402000,-27681000.0,-48083000,-98000.0,-48181000,-48181000
699964,USD,2021,FY,2022-03-11,2023-04-06,58586000.0,58916000.0,199075000.0,-81255000.0,117820000.0,-37845000.0,-14766000.0,-1579000.0,-21060000.0,79975000,3504000.0,10000.0,83479000,-23701000.0,59778000,22156000.0,81934000,-98000.0,81836000,81836000
699964,USD,2022,FY,2023-04-06,2023-04-06,69568000.0,69982000.0,354326000.0,-112661000.0,241665000.0,-67307000.0,-10077000.0,-258000.0,-48143000.0,174358000,-10082000.0,-2034000.0,164276000,-40894000.0,123382000,-71420000.0,51962000,-72000.0,51890000,51890000
117690,USD,2018,FY,2019-02-27,2021-02-26,97900000.0,99800000.0,4277300000.0,-2939100000.0,1338200000.0,-656600000.0,-456900000.0,,-199700000.0,681600000,-136400000.0,-147300000.0,545200000,-52000000.0,493200000,-118900000.0,374300000,1100000.0,292300000,292300000
117690,USD,2019,FY,2020-02-27,2022-02-25,98000000.0,99400000.0,4605000000.0,-2573000000.0,2032000000.0,-1339500000.0,-247000000.0,,-218700000.0,692500000,-122500000.0,-159700000.0,570000000,-7700000.0,562300000,-115900000.0,446400000,600000.0,359900000,359900000
117690,USD,2020,FY,2021-02-26,2023-02-27,98600000.0,99800000.0,3566300000.0,-1903800000.0,1662500000.0,-1070700000.0,-151600000.0,,-203000000.0,591800000,-172400000.0,-183700000.0,419400000,-66500000.0,352900000,-74700000.0,278200000,90600000.0,284200000,284200000
117690,USD,2021,FY,2022-02-25,2023-02-27,99000000.0,100200000.0,4014900000.0,-2127300000.0,1887600000.0,-1169200000.0,-169500000.0,,-219600000.0,718400000,-153400000.0,-164300000.0,565000000,-60000000.0,505000000,-101900000.0,403100000,114100000.0,412200000,412200000
117690,USD,2022,FY,2023-02-27,2023-02-27,99200000.0,100400000.0,4348600000.0,-2393300000.0,1955300000.0,-1270400000.0,-154300000.0,,-243600000.0,684900000,-178000000.0,-175700000.0,506900000,-56100000.0,450800000,-100100000.0,350700000,15200000.0,271000000,271000000
979798,USD,2018,FY,2019-03-14,2021-02-26,19294000.0,20409000.0,251395000.0,-1228000.0,250167000.0,-130858000.0,-128767000.0,,-2091000.0,119309000,755000.0,,120064000,-116758000.0,3306000,-3065000.0,241000,,241000,241000
979798,USD,2019,FY,2020-03-02,2022-03-01,23075000.0,24539000.0,506201000.0,-2738000.0,503463000.0,-263671000.0,-214399000.0,,-2187000.0,239792000,2090000.0,,241882000,-158383000.0,83499000,-16612000.0,66887000,,66887000,66887000
979798,USD,2020,FY,2021-02-26,2023-03-01,26025000.0,27014000.0,582774000.0,-4083000.0,578691000.0,-352473000.0,-285792000.0,,-1493000.0,226218000,666000.0,,226884000,-172895000.0,53989000,-8539000.0,45450000,,45450000,45450000
979798,USD,2021,FY,2022-03-01,2023-03-01,26786000.0,26786000.0,538199000.0,-1992000.0,536207000.0,-431335000.0,-346999000.0,,-536000.0,104872000,755000.0,,105627000,-230517000.0,-124890000,20515000.0,-104375000,,-104375000,-122942000
979798,USD,2022,FY,2023-03-01,2023-03-01,26781000.0,26781000.0,405356000.0,-1647000.0,403709000.0,-345707000.0,-266898000.0,,,58002000,-3676000.0,,54326000,-160715000.0,-106389000,17667000.0,-88722000,,-88722000,-119414000
74731,USD,2018,FY,2019-02-21,2019-02-21,142316993.0,145669760.0,1145291000.0,-520737000.0,624554000.0,-477608000.0,-389628000.0,-87980000.0,,146946000,-148391000.0,-148391000.0,-1445000,0.0,-1445000,6246000.0,4534000,,4534000,4534000
74731,USD,2019,FY,2020-02-14,2020-02-14,145259691.0,145259691.0,1113278000.0,-510296000.0,602982000.0,-482363000.0,-375986000.0,-106377000.0,,120619000,-143454000.0,-143454000.0,-22835000,28367000.0,5532000,-17879000.0,-12347000,,-12347000,-12347000
1841446,USD,2018,FY,2019-03-14,2021-03-09,1465551.0,1465551.0,,,,-51047000.0,-13956000.0,-37091000.0,,-51047000,-1344000.0,-1332000.0,-52391000,,-52391000,,-52391000,,-52391000,-52391000
1841446,USD,2019,FY,2020-03-13,2022-03-10,1465551.0,1465551.0,,,,-68904000.0,-17113000.0,-51791000.0,,-68904000,-1348000.0,-1333000.0,-70252000,,-70252000,,-70252000,,-70252000,-70252000
1841446,USD,2020,FY,2021-03-09,2023-03-17,1465551.0,1465551.0,,,,-62149000.0,-20559000.0,-41590000.0,,-62149000,-2902000.0,-2890000.0,-65051000,,-65051000,,-65051000,,-65051000,-65051000
1841446,USD,2021,FY,2022-03-10,2023-03-17,1465551.0,1465551.0,12142000.0,-745000.0,11397000.0,-88336000.0,-23900000.0,-64436000.0,,-76939000,43086000.0,-3401000.0,-33853000,,-33853000,-64000.0,-33917000,,-33917000,-33917000
1841446,USD,2022,FY,2023-03-17,2023-03-17,1386219.0,1386219.0,13484000.0,-1837000.0,11647000.0,-104387000.0,-29105000.0,-75282000.0,,-92740000,-4013000.0,-3050000.0,-96753000,,-96753000,-23000.0,-96776000,,-96776000,-96776000
378134,USD,2018,FY,2019-02-28,2021-02-25,326000000.0,326000000.0,12657000000.0,-5406000000.0,7251000000.0,-5063000000.0,,,-1871000000.0,2188000000,-537000000.0,-734000000.0,1651000000,-2740000000.0,-1089000000,739000000.0,-350000000,34000000.0,-302000000,-423000000
378134,USD,2019,FY,2020-02-27,2022-02-24,340000000.0,341000000.0,12347000000.0,-4839000000.0,7508000000.0,-5147000000.0,-3018000000.0,,-1730000000.0,2361000000,-648000000.0,-841000000.0,1713000000,-586000000.0,1127000000,278000000.0,1405000000,,1405000000,1284000000
378134,USD,2020,FY,2021-02-25,2023-02-23,373000000.0,374000000.0,13578000000.0,-4932000000.0,8646000000.0,-6014000000.0,-3609000000.0,,-1967000000.0,2632000000,-651000000.0,-902000000.0,1981000000,-1415000000.0,566000000,305000000.0,871000000,,871000000,739000000
378134,USD,2021,FY,2022-02-24,2023-02-23,380000000.0,381000000.0,14905000000.0,-5540000000.0,9365000000.0,-6328000000.0,-3645000000.0,,-2218000000.0,3037000000,-688000000.0,-925000000.0,2349000000,-1560000000.0,789000000,136000000.0,925000000,,925000000,759000000
378134,USD,2022,FY,2023-02-23,2023-02-23,383000000.0,383000000.0,17220000000.0,-6375000000.0,10845000000.0,-7786000000.0,-4724000000.0,,-2561000000.0,3059000000,-821000000.0,-1169000000.0,2238000000,-1576000000.0,662000000,162000000.0,824000000,,824000000,612000000
11035456,USD,2018,FY,2019-02-28,2020-02-27,4081953.0,4081953.0,11332000.0,-7023000.0,4309000.0,-31339000.0,-25492000.0,-5847000.0,,-27030000,-1025000.0,-600000.0,-28055000,1063000.0,-26992000,,-26992000,,-26992000,-26992000
11035456,USD,2019,FY,2020-02-27,2021-02-25,4794000.0,4794000.0,13917000.0,-7153000.0,6764000.0,-23403000.0,-18807000.0,-4596000.0,,-16639000,-516000.0,-384000.0,-17155000,5023000.0,-12132000,,-12132000,,-12132000,-12132000
11035456,USD,2020,FY,2021-02-25,2022-02-24,7164000.0,7164000.0,8882000.0,-3812000.0,5070000.0,-17928000.0,-15454000.0,-2474000.0,,-12858000,522000.0,-139000.0,-12336000,-3489000.0,-15825000,,-15825000,,-15825000,-15825000
11035456,USD,2021,FY,2022-02-24,2023-03-28,12193000.0,12269000.0,11246000.0,-4497000.0,6749000.0,-20577000.0,-18028000.0,-2549000.0,,-13828000,-130000.0,-113000.0,-13958000,4194000.0,-9764000,,-9764000,,-9764000,-9764000
11035456,USD,2022,FY,2023-03-28,2023-03-28,12962000.0,12962000.0,12912000.0,-6698000.0,6214000.0,-21770000.0,-18144000.0,-3626000.0,,-15556000,-186000.0,-156000.0,-15742000,662000.0,-15080000,,-15080000,,-15080000,-15080000
172930,USD,2018,FY,2018-08-24,2018-08-24,368000000.0,375700000.0,13683000000.0,-2844000000.0,10839000000.0,-8787000000.0,-8556000000.0,,,2052000000,-128000000.0,-128000000.0,1924000000,56000000.0,1980000000,-863000000.0,1117000000,,1108000000,1108000000
172930,USD,2019,FY,2019-08-23,2021-08-27,363500000.0,370400000.0,14863000000.0,-3387000000.0,11476000000.0,-8857000000.0,-8857000000.0,,,2619000000,-62000000.0,-133000000.0,2557000000,-250000000.0,2307000000,-513000000.0,1794000000,,1785000000,1785000000
172930,USD,2020,FY,2020-08-28,2022-08-24,360600000.0,366900000.0,14294000000.0,-3552000000.0,10742000000.0,-8637000000.0,-8637000000.0,,,2105000000,444000000.0,-113000000.0,2549000000,-1503000000.0,1046000000,-350000000.0,696000000,,684000000,684000000
172930,USD,2021,FY,2021-08-27,2023-08-18,362900000.0,368200000.0,16215000000.0,-3834000000.0,12381000000.0,-9371000000.0,-9371000000.0,,,3010000000,725000000.0,-173000000.0,3735000000,-404000000.0,3331000000,-456000000.0,2875000000,,2870000000,2870000000
172930,USD,2022,FY,2022-08-24,2023-08-18,360000000.0,364900000.0,17737000000.0,-4305000000.0,13432000000.0,-9888000000.0,-9888000000.0,,,3544000000,-136000000.0,-167000000.0,3408000000,-372000000.0,3036000000,-628000000.0,2408000000,,2390000000,2390000000
12442292,USD,2018,FY,2019-04-12,2020-03-26,26924381.0,27024838.0,54056343.0,-44376620.0,9679723.0,-8988246.0,-8701499.0,,-286747.0,691477,66925.0,-149540.0,758402,-40045.0,718357,-60672.0,657685,,657685,657685
12442292,USD,2019,FY,2020-03-26,2021-03-26,26924381.0,26939631.0,82024497.0,-65768655.0,16255842.0,-13014808.0,-12494510.0,,-520298.0,3241034,-365205.0,-414961.0,2875829,,2875829,-95116.0,2780713,,2780713,2780713
12442292,USD,2020,FY,2021-03-23,2022-03-16,26924631.0,26939631.0,113922015.0,-90853052.0,23068963.0,-16281900.0,-15553274.0,,-728626.0,6787063,-313502.0,-620499.0,6473561,,6473561,-89618.0,6383943,,6383943,6383943
12442292,USD,2021,FY,2022-03-16,2023-03-16,26924631.0,26939631.0,140966078.0,-109744919.0,31221159.0,-21724190.0,-20798095.0,,-926095.0,9496969,-1003486.0,-704051.0,8493483,1668200.0,10161683,-112808.0,10048875,,10048875,10048875
12442292,USD,2022,FY,2023-03-16,2023-03-16,26939631.0,26939631.0,182685854.0,-137858768.0,44827086.0,-30882557.0,-29430723.0,,-1451834.0,13944529,434998.0,-483693.0,14379527,,14379527,1309606.0,15689133,,15689133,15689133
1094920,USD,2018,FY,2019-02-13,2021-03-01,313700000.0,313700000.0,3066800000.0,-1573800000.0,1493000000.0,-1179200000.0,-735200000.0,-246600000.0,-197400000.0,313800000,-70900000.0,-29600000.0,242900000,-128800000.0,114100000,-27600000.0,86500000,,86500000,86500000
1094920,USD,2019,FY,2020-02-28,2022-02-28,369000000.0,370300000.0,3071000000.0,-1470000000.0,1601000000.0,-1230000000.0,-760000000.0,-270000000.0,-200000000.0,371000000,-107000000.0,-79000000.0,264000000,-186000000.0,78000000,-10000000.0,68000000,,68000000,68000000
1094920,USD,2020,FY,2021-03-01,2023-03-01,441400000.0,441400000.0,3271000000.0,-1667000000.0,1604000000.0,-1686000000.0,-997000000.0,-329000000.0,-360000000.0,-82000000,28000000.0,-150000000.0,-54000000,-623000000.0,-677000000,103000000.0,-574000000,,-574000000,-574000000
1094920,USD,2021,FY,2022-02-28,2023-03-01,487300000.0,487300000.0,4764000000.0,-2132000000.0,2632000000.0,-2328000000.0,-1403000000.0,-369000000.0,-556000000.0,304000000,-241000000.0,-236000000.0,63000000,-634000000.0,-571000000,88000000.0,-483000000,,-483000000,-483000000
1094920,USD,2022,FY,2023-03-01,2023-03-01,487300000.0,487300000.0,4411000000.0,-1913000000.0,2498000000.0,-2114000000.0,-1265000000.0,-321000000.0,-528000000.0,384000000,-273000000.0,-241000000.0,111000000,-183000000.0,-72000000,-6000000.0,-78000000,,-78000000,-78000000
11035129,USD,2018,FY,2019-03-28,2020-03-17,500301.0,500301.0,,,,-14060000.0,-7243000.0,-6817000.0,,-14060000,-5000.0,,-14065000,,-14065000,,-14065000,,-14065000,-14065000
11035129,USD,2019,FY,2020-03-17,2021-03-31,655526.0,655526.0,,,,-14184000.0,-6056000.0,-8128000.0,,-14184000,40000.0,,-14144000,-1867000.0,-16011000,,-16011000,,0,0
11035129,USD,2020,FY,2021-03-31,2022-03-24,1451432.0,1451432.0,,,,-16183000.0,-10052000.0,-6131000.0,,-16183000,79000.0,,-16104000,-7111000.0,-23215000,404000.0,-22811000,,-22811000,-22811000
11035129,USD,2021,FY,2022-03-24,2023-03-30,14819582.0,14819582.0,,,,-36867000.0,-13132000.0,-23735000.0,,-36867000,7000.0,,-36860000,,-36860000,2354000.0,-34506000,,-34506000,-34506000
